Crop,Year,Avg_temp (C?),Avg_Humidity,Avg_Rainfall(mm),Season,Fertilizer,Nitrogen (Kg/ha,Phosphorus (Kg/ha),Potassium(Kg/ha),pH,Soil Type,Seed Rate (kg/ha),Crop Yield (kg/ha),Area (ha),Pesticides,Pesticides Rate (ml/ha),Herbicides,Herbicides Rate (ml/ha),seed_type
Rice,2010,27.44,53.55,177.5,Dry,NPK 12-11-12,60,30,30,5.1,sandy,50,6900,1,Nogos 50,30,BentaForce,3900,Gawal-R1
Rice,2020,27.32,53.36,173.6,Dry,NPK 12-11-12,60,30,30,5.8,sandy,50,2990,1,Vetox 85,1680,BUTACHLOR,3000,Faro-44
Rice,2000,27.44,53.89,144.5,Dry,NPK 12-11-12,60,30,30,4.03,loamy,50,4800,1,Vetox 85,1680,Bispyribac Sodium,300,Faro-44
Maize,2015,27.93,51.24,204,Dry,NPK 12-11-12,180,50,50,6.1,loamy,25,4900,1,Nogos 50,30,"2,4-D",2000,DK-234
Rice,2018,26.46,50.32,158.3,Dry,NPK 12-11-12,60,30,30,4.5,sandy,50,2900,1,Vetox 85,1680,FORCE UP (GLYPHOSATE),1500,Faro-54
Rice,2020,26.47,54.44,107.3,Dry,NPK 12-11-12,60,30,30,5.6,loamy,50,8500,1,Nogos 50,30,BentaForce,5400,Gawal-R1
Rice,2018,27.29,53.15,183.7,Dry,NPK 12-11-12,60,30,30,5.9,sandy,50,4500,1,Vetox 85,1680,ATALAR,2500,Faro-24
Rice,2021,27.03,53.15,193.4,Dry,NPK 12-11-12,60,30,30,5.1,clay,50,5500,1,Gammalin 20,1680,PARAFORCE (PARAQUAT),4400,Gawal-R1
Maize,2008,27.2,51.36,199.9,Dry,NPK 12-11-12,100,50,50,5.7,loamy,25,3990,1,Gammalin 20,1680,3MAIZEFORCE,5900,DK-649
Maize,2014,26.97,52.34,154.5,Dry,NPK 12-11-12,180,50,50,4.07,loamy,25,3500,1,Vetox 85,1680,PARAFORCE (PARAQUAT),2100,SC-612
Rice,2014,26.53,54.72,157.1,Dry,NPK 12-11-12,50,30,30,6.8,loamy,50,3050,1,Nogos 50,30,"2,4-D",1500,Faro-54
Rice,2008,27.07,83.53,162.8,Rainy,NPK 15:15:15,60,30,30,6.6,loamy,50,2709,1,Vetox 85,1680,Bispyribac Sodium,150,Faro-55
Rice,2009,27.35,83.03,229,Rainy,NPK 15:15:15,60,30,30,6.33,clay,50,3050,1,Gammalin 20,1680,POWERFORCE (Atrazine + Paraquat),4000,Faro-55
Rice,2010,27.56,81.41,136,Rainy,NPK 15:15:15,60,30,30,5.3,loamy,50,2150,1,Gammalin 20,1680,BentaForce,5100,Faro-55
Rice,2011,27.13,81.45,259,Rainy,NPK 15:15:15,60,30,30,7.5,loamy,50,8731,1,Vetox 85,1680,GuardForce,1650,Gawal-R1
Rice,2012,27,80.88,206,Rainy,NPK 15:15:15,50,30,30,5.1,clay,50,7440,1,Vetox 85,1680,ATALAR,2300,Gawal-R1
Rice,2013,27.17,82.05,190,Rainy,NPK 15:15:15,50,30,30,6.9,loamy,50,2900,1,Vetox 85,1680,PARAFORCE (PARAQUAT),3300,Faro-24
Rice,2014,27.22,80.66,196,Rainy,NPK 15:15:15,50,30,30,6.9,sandy,50,2862,1,Nogos 50,30,FORCE UP (GLYPHOSATE),3800,Faro-24
Rice,2015,26.52,80.3,125.1,Rainy,NPK 15:15:15,50,30,30,7.04,loamy,50,1999,1,Vetox 85,1680,RiceForce (oxadiazon),4000,Faro-24
Rice,2016,27,82.78,181.2,Rainy,NPK 15:15:15,50,30,30,6.2,loamy,50,2190,1,Nogos 50,30,"2,4-D",1700,Faro-44
Rice,2017,26.28,84.04,391.1,Rainy,NPK 15:15:15,50,30,30,6.9,sandy,50,2050,1,Gammalin 20,1680,ATRAFORCE (ATRAZINE),3100,Faro-24
Rice,2018,27.58,80.54,170.2,Rainy,NPK 15:15:15,50,30,30,5.9,loamy,50,9482,1,Nogos 50,30,BUTACHLOR,3000,Gawal-R1
Rice,2019,26.79,84.49,141,Rainy,NPK 15:15:15,50,30,30,5.8,clay,50,9961,1,Gammalin 20,1680,3MAIZEFORCE,2200,Gawal-R1
Maize,2000,26.75,82,127.7,Rainy,NPK 15:15:15,120,60,50,5.7,loamy,25,3500,1,Gammalin 20,1680,Propalnil + 2.4 D,5500,SC-419
Maize,2001,26.76,80.31,122.8,Rainy,NPK 15:15:15,120,60,50,6.9,loamy,25,2950,1,Vetox 85,1680,Bispyribac Sodium,300,SC-419
Maize,2002,26.98,82.32,191.7,Rainy,NPK 15:15:15,120,60,50,6.6,clay,25,3500,1,Gammalin 20,1680,POWERFORCE (Atrazine + Paraquat),4000,DK-649
Maize,2003,27.15,50.15,139.2,Dry,NPK 15:15:15,120,60,50,6.5,loamy,25,3990,1,Vetox 85,1680,BentaForce,3300,SC-419
Maize,2004,27.11,51.6,166.3,Dry,NPK 15:15:15,120,60,50,5.9,sandy,25,2500,1,Gammalin 20,1680,GuardForce,1200,DK-234
Maize,2005,27.27,53.37,159.3,Dry,NPK 12:12:17,120,60,50,6.1,loamy,30,3000,1,Nogos 50,30,ATALAR,3100,DK-234
Maize,2006,27.38,52.63,106.5,Dry,NPK 12:12:17,120,60,50,6.04,clay,30,3500,1,Vetox 85,1680,PARAFORCE (PARAQUAT),1300,DK-234
Maize,2007,27.29,52.89,108.8,Dry,NPK 15:15:15,120,60,50,5.9,loamy,25,3000,1,Nogos 50,30,FORCE UP (GLYPHOSATE),2200,DK-649
Maize,2008,27.07,83.53,102.2,Rainy,NPK 15:15:15,120,60,50,5.8,sandy,25,2500,1,Vetox 85,1680,RiceForce (oxadiazon),4000,DK-649
Maize,2009,27.35,83.03,292.2,Rainy,NPK 15:15:15,100,50,50,5.7,clay,25,3500,1,Nogos 50,30,"2,4-D",1600,DK-234
Maize,2010,27.56,81.41,236.4,Rainy,NPK 15:15:15,100,50,50,5.8,loamy,25,3900,1,Vetox 85,1680,ATRAFORCE (ATRAZINE),3000,SC-419
Maize,2011,27.13,81.45,159.9,Rainy,NPK 12:12:17,100,50,50,6.4,clay,25,2700,1,Gammalin 20,1680,BUTACHLOR,3000,DK-777
Maize,2012,27,80.88,206.8,Rainy,NPK 12:12:17,100,50,50,6.9,sandy,25,2800,1,Nogos 50,30,3MAIZEFORCE,1300,SC-612
Maize,2013,27.17,82.05,420.8,Rainy,NPK 15:15:15,100,50,50,6,loamy,25,2950,1,Nogos 50,30,Propalnil + 2.4 D,5500,Oba-98
Maize,2014,27.22,80.66,116.3,Rainy,NPK 15:15:15,100,50,50,5.9,sandy,25,3550,1,Vetox 85,1680,Bispyribac Sodium,150,DK-649
Maize,2015,26.52,80.3,125.1,Rainy,NPK 12:12:17,100,50,50,6.2,clay,25,3050,1,Gammalin 20,1680,POWERFORCE (Atrazine + Paraquat),5000,SC-419
Maize,2016,27,82.78,191.2,Rainy,NPK 12:12:17,100,50,50,6.6,loamy,25,3250,1,Nogos 50,30,BentaForce,2000,SC-419
Maize,2017,26.28,84.04,191.1,Rainy,NPK 12:12:17,100,50,50,6.02,sandy,25,4500,1,Vetox 85,1680,GuardForce,1200,DK-234
Maize,2018,27.58,80.54,220,Rainy,NPK 12:12:17,100,50,50,6.03,clay,25,3500,1,Vetox 85,1680,ATALAR,3600,SC-419
Maize,2019,26.79,84.49,141.6,Rainy,NPK 15:15:15,100,50,50,6.2,loamy,25,4500,1,Vetox 85,1680,METOLACHLOR,1500,Oba-98
Rice,2010,26.03,83.68,129.2,Rainy,NPK 15:15:15,50,30,30,6.1,loamy,50,4990,1,Gammalin 20,1680,"2,4-D",3400,Faro-55
Rice,2017,26.77,83.04,163.1,Rainy,NPK 15:15:15,50,30,30,5.2,sandy,50,5590,1,Nogos 50,30,ATRAFORCE (ATRAZINE),2800,Faro-44
Maize,2016,26.51,83.59,292.1,Rainy,NPK 15:15:15,100,50,50,6.2,clay,25,2150,1,Gammalin 20,1680,BUTACHLOR,2400,DK-649
Maize,2004,26.39,84.32,117.5,Rainy,NPK 15:15:15,100,50,50,6.9,clay,25,2709,1,Nogos 50,30,3MAIZEFORCE,2600,DK-234
Rice,2003,26.61,81.36,154.6,Rainy,NPK 15:15:15,60,30,30,4.02,sandy,50,3050,1,Nogos 50,30,Propalnil + 2.4 D,5400,Faro-44
Maize,2000,26.13,83.12,136.3,Rainy,NPK 15:15:15,120,60,50,6.7,loamy,25,2150,1,Vetox 85,1680,Bispyribac Sodium,150,DK-649
Rice,2012,27.36,83.85,289,Rainy,NPK 15:15:15,50,30,30,6.5,sandy,50,8900,1,Nogos 50,30,POWERFORCE (Atrazine + Paraquat),5000,Gawal-R1
Maize,2000,25.83,81.6,290,Rainy,NPK 15:15:15,120,60,50,6.8,clay,25,7900,1,Vetox 85,1680,BentaForce,2300,DK-234
Rice,2021,26.46,82.84,120,Rainy,NPK 15:15:15,50,30,30,5.7,clay,50,2900,1,Nogos 50,30,GuardForce,1600,Faro-24
Maize,2018,26.62,54.51,122.6,Dry,NPK 15:15:15,100,50,50,6.9,clay,25,2862,1,Vetox 85,1680,ATALAR,3600,SC-612
Maize,2015,26.07,50.7,198.9,Dry,NPK 15:15:15,100,50,50,4.6,sandy,25,1950,1,Nogos 50,30,METOLACHLOR,1500,DK-649
Maize,2006,26.75,52.45,149.7,Dry,NPK 15:15:15,100,50,50,6.8,sandy,25,2190,1,Gammalin 20,1680,PARAFORCE (PARAQUAT),3300,SC-612
Maize,2008,27.5,53.3,225,Dry,NPK 15:15:15,120,60,50,5.6,loamy,25,2050,1,Gammalin 20,1680,ATRAFORCE (ATRAZINE),2300,Oba-98
Maize,2003,26.71,50.42,190.8,Dry,NPK 15:15:15,120,60,50,5.7,sandy,25,9490,1,Nogos 50,30,BentaForce,3900,DK-649
Rice,2018,26.73,53.05,140.7,Dry,NPK 15:15:15,50,30,30,6.4,sandy,50,9961,1,Gammalin 20,1680,"2,4-D",3500,Faro-54
Rice,2008,26.39,53.19,203.9,Dry,NPK 15:15:15,50,30,30,5.6,loamy,50,3500,1,Vetox 85,1680,ATRAFORCE (ATRAZINE),2300,Gawal-R1
Maize,2021,27.84,54.05,206.2,Dry,NPK 15:15:15,100,50,50,4.4,clay,25,2950,1,Vetox 85,1680,GuardForce,1500,SC-612
Maize,2016,27.79,52.31,176.4,Dry,NPK 15:15:15,100,50,50,4.2,sandy,25,3500,1,Gammalin 20,1680,RiceForce (oxadiazon),4000,DK-234
Maize,2011,27.78,51.77,200.8,Dry,NPK 15:15:15,100,50,50,4.09,loamy,25,4990,1,Vetox 85,1680,Propalnil + 2.4 D,5500,DK-777
Rice,2013,27.5,50.27,107.2,Dry,NPK 15:15:15,50,30,30,5.7,sandy,50,3900,1,Vetox 85,1680,POWERFORCE (Atrazine + Paraquat),5000,Faro-44
Rice,2006,27.81,54.35,130.8,Dry,NPK 15:15:15,50,30,30,6.8,loamy,50,9800,1,Nogos 50,30,METOLACHLOR,4000,Gawal-R1
Maize,2016,27.79,50.14,109.5,Dry,NPK 15:15:15,120,50,50,6.9,sandy,25,4100,1,Gammalin 20,1680,ATALAR,2700,DK-777
Rice,2005,27.94,52.83,100.3,Dry,NPK 15:15:15,50,30,30,4.6,sandy,50,11900,1,Vetox 85,1680,BentaForce,1900,Gawal-R1
Rice,2008,26.45,50.72,115.5,Dry,NPK 15:15:15,50,30,30,6.9,sandy,50,9242,1,Nogos 50,30,ATRAFORCE (ATRAZINE),1300,Gawal-R1
Rice,2007,26.1,50.78,132.3,Dry,NPK 15:15:15,50,30,30,4.3,loamy,50,7545,1,Nogos 50,30,BentaForce,3000,Faro-55
Rice,2003,27.69,50.07,126.3,Dry,NPK 15:15:15,50,30,30,5.2,clay,50,9482,1,Gammalin 20,1680,METOLACHLOR,1500,Gawal-R1
Maize,2007,26.19,51.95,183.7,Dry,NPK 15:15:15,100,50,50,6.01,sandy,25,9900,1,Nogos 50,30,Propalnil + 2.4 D,5000,DK-777
Maize,2008,27.43,50.53,197.8,Dry,NPK 15:15:15,100,50,50,4.06,loamy,25,3500,1,Gammalin 20,1680,FORCE UP (GLYPHOSATE),3900,DK-234
Maize,2013,27.3,51.81,138.4,Dry,NPK 15:15:15,100,50,50,4.7,clay,25,2950,1,Vetox 85,1680,PARAFORCE (PARAQUAT),2400,Oba-98
Rice,2021,26.92,54.85,167.8,Dry,NPK 15:15:15,70,30,30,6.7,clay,50,3500,1,Nogos 50,30,PARAFORCE (PARAQUAT),2500,Faro-55
Rice,2018,26.31,51.71,145.1,Dry,NPK 15:15:15,60,30,30,5.5,sandy,50,3550,1,Vetox 85,1680,METOLACHLOR,1500,Faro-24
Rice,2019,27.09,52.55,165.7,Dry,NPK 15:15:15,50,30,30,5.8,loamy,50,2990,1,Gammalin 20,1680,3MAIZEFORCE,2800,Faro-55
Maize,2000,26.44,54.02,125.5,Dry,NPK 15:15:15,120,60,50,6.6,sandy,25,3990,1,Nogos 50,30,Propalnil + 2.4 D,5200,DK-777
Maize,2008,27.36,52.39,184.2,Dry,NPK 15:15:15,120,60,50,6.7,clay,25,3500,1,Vetox 85,1680,Bispyribac Sodium,150,DK-777
Rice,2019,27.27,54.75,102.7,Dry,NPK 15:15:15,50,30,30,5.09,sandy,50,3000,1,Gammalin 20,1680,ATALAR,2500,Faro-55
Rice,2018,26.03,54.2,168.2,Dry,NPK 15:15:15,50,30,30,4.3,loamy,50,2500,1,Gammalin 20,1680,PARAFORCE (PARAQUAT),1200,Gawal-R1
Rice,2007,27.92,54.57,113.4,Dry,NPK 15:15:15,50,30,30,4.4,loamy,50,3500,1,Nogos 50,30,FORCE UP (GLYPHOSATE),2300,Faro-44
Rice,2010,26.9,50.93,114.8,Dry,NPK 15:15:15,50,30,30,5.2,sandy,50,3100,1,Vetox 85,1680,PARAFORCE (PARAQUAT),3400,Faro-55
Maize,2009,27.48,52.15,176.2,Dry,NPK 15:15:15,120,60,50,5.3,sandy,25,2700,1,Gammalin 20,1680,3MAIZEFORCE,1320,DK-777
Rice,2020,26.92,52.95,142.6,Dry,NPK 15:15:15,50,30,30,4.9,loamy,50,2800,1,Vetox 85,1680,RiceForce (oxadiazon),4000,Faro-24
Rice,2001,26.81,52.72,144.4,Dry,NPK 15:15:15,50,30,30,6.3,clay,50,2950,1,Vetox 85,1680,BUTACHLOR,3000,Faro-44
Maize,2022,26.99,53.67,131.9,Dry,NPK 15:15:15,120,60,50,5.9,sandy,25,3550,1,Vetox 85,1680,PARAFORCE (PARAQUAT),3700,Oba-98
Rice,2012,26.25,50.54,162.5,Dry,NPK 15:15:15,50,30,30,6.08,loamy,50,3050,1,Nogos 50,30,POWERFORCE (Atrazine + Paraquat),4000,Faro-44
Maize,2011,26.34,50.44,146.2,Dry,NPK 15:15:15,120,60,50,5.5,loamy,25,3250,1,Gammalin 20,1680,BentaForce,3690,DK-649
Rice,2020,26.71,50.41,197.2,Dry,NPK 15:15:15,50,30,30,4.4,clay,50,4500,1,Nogos 50,30,FORCE UP (GLYPHOSATE),2400,Faro-54
Rice,2019,27.55,82.32,176.3,Rainy,NPK 15:15:15,50,30,30,5.3,sandy,50,3500,1,Gammalin 20,1680,3MAIZEFORCE,2300,Faro-24
Rice,2001,27.65,83.29,204.2,Rainy,NPK 15:15:15,50,30,30,6.7,loamy,50,4500,1,Vetox 85,1680,METOLACHLOR,1500,Gawal-R1
Rice,2015,27.35,82.76,158.4,Rainy,NPK 15:15:15,60,30,30,5.8,loamy,50,4000,1,Nogos 50,30,3MAIZEFORCE,4300,Faro-24
Maize,2005,26.17,80.15,148.2,Rainy,NPK 15:15:15,120,60,50,6.6,loamy,25,5990,1,Vetox 85,1680,ATRAFORCE (ATRAZINE),5300,SC-419
Rice,2014,27.54,83,220,Rainy,NPK 15:15:15,60,30,30,6.3,loamy,50,4800,1,Vetox 85,1680,Bispyribac Sodium,3600,Faro-55
Rice,2006,27.26,82.43,162.3,Rainy,NPK 15:15:15,60,60,30,4.1,sandy,50,4500,1,Vetox 85,1680,FORCE UP (GLYPHOSATE),3900,Faro-44
Maize,2015,27.67,81.33,195.1,Rainy,NPK 15:15:15,100,50,50,5.2,loamy,25,2900,1,Vetox 85,1680,Propalnil + 2.4 D,5300,DK-234
Maize,2022,27.91,82.82,293.2,Rainy,NPK 15:15:15,100,50,50,6.7,loamy,25,9900,1,Gammalin 20,1680,GuardForce,1550,Oba-98
Maize,2009,26.17,83.32,167.1,Rainy,NPK 15:15:15,100,50,50,6.6,sandy,25,3500,1,Nogos 50,30,ATALAR,4500,SC-612
Rice,2021,27.36,81.01,157.2,Rainy,NPK 15:15:15,60,30,30,6.9,clay,50,2950,1,Nogos 50,30,BentaForce,1590,Faro-55
Rice,2007,26.39,84.81,193.3,Rainy,NPK 15:15:15,50,30,30,4.3,loamy,50,3500,1,Gammalin 20,1680,ATRAFORCE (ATRAZINE),5100,Faro-44
Rice,2014,27.87,82.69,184.4,Rainy,NPK 15:15:15,50,30,30,5.4,loamy,50,3000,1,Vetox 85,1680,FORCE UP (GLYPHOSATE),3600,Faro-54
Rice,2010,26.31,82.53,154.1,Rainy,NPK 15:15:15,50,30,30,4.9,sandy,50,2500,1,Vetox 85,1680,"2,4-D",1900,Faro-44
Maize,2008,27.81,83.66,195.5,Rainy,NPK 15:15:15,100,50,50,5.7,sandy,25,3900,1,Gammalin 20,1680,ATALAR,2200,DK-234
Maize,2002,26.02,83.04,175.5,Rainy,NPK 20:10:10,100,50,50,4.1,loamy,25,3500,1,Nogos 50,30,"2,4-D",1890,DK-234
Rice,2006,27.95,82.8,170.5,Rainy,NPK 20:10:10,50,30,30,6.1,clay,50,3500,1,Gammalin 20,1680,ATRAFORCE (ATRAZINE),4800,Faro-55
Rice,2009,27.77,81.16,192.7,Rainy,NPK 20:10:10,60,30,30,6.6,sandy,50,6500,1,Vetox 85,1680,PARAFORCE (PARAQUAT),5770,Faro-54
Rice,2015,27.22,82.75,109.5,Rainy,NPK 20:10:10,60,30,30,5.7,sandy,50,3500,1,Vetox 85,1680,ATRAFORCE (ATRAZINE),4400,Faro-44
Rice,2011,27.47,84.28,119.6,Rainy,NPK 20:10:10,60,30,30,4.5,loamy,50,3000,1,Gammalin 20,1680,GuardForce,1200,Faro-24
Rice,2014,27.46,80.21,159.8,Rainy,NPK 20:10:10,50,30,30,5.8,loamy,50,2700,1,Vetox 85,1680,3MAIZEFORCE,2400,Faro-44
Rice,2008,26.63,83.59,120.6,Rainy,NPK 20:10:10,89,30,30,6.5,sandy,50,2800,1,Nogos 50,30,"2,4-D",1500,Faro-44
Rice,2017,26.08,81.95,113.2,Rainy,NPK 20:10:10,50,30,30,6.2,loamy,50,2950,1,Vetox 85,1680,Propalnil + 2.4 D,5000,Faro-24
Rice,2001,27.72,81.8,103.8,Rainy,NPK 20:10:10,50,30,30,6.2,loamy,50,3550,1,Nogos 50,30,BentaForce,2600,Gawal-R1
Maize,2016,26.06,82.88,290.5,Rainy,NPK 12:12:17,120,60,50,6.9,loamy,25,6050,1,Nogos 50,30,Bispyribac Sodium,150,DK-234
Maize,2018,26.33,80.67,168.9,Rainy,NPK 12:12:17,120,60,50,5.6,clay,25,3250,1,Vetox 85,1680,ATALAR,2200,SC-612
Maize,2018,26.73,80.57,206.9,Rainy,NPK 12:12:17,120,60,50,5.2,loamy,25,4500,1,Gammalin 20,1680,RiceForce (oxadiazon),4000,DK-649
Maize,2007,26.4,84.94,186.5,Rainy,NPK 12:12:17,120,60,50,4.2,sandy,25,3190,1,Vetox 85,1680,ATALAR,3900,DK-777
Rice,2017,26.69,83.15,252.3,Rainy,NPK 20:10:10,60,30,30,5.8,loamy,50,6500,1,Gammalin 20,1680,PARAFORCE (PARAQUAT),2000,Faro-54
Maize,2000,26.32,80.66,269.5,Rainy,NPK 20:10:10,100,50,50,6.9,sandy,25,6500,1,Vetox 85,1680,BUTACHLOR,3000,SC-612
Rice,2019,27.2,82.49,199.1,Rainy,NPK 20:10:10,50,30,30,6.1,loamy,50,3500,1,Gammalin 20,1680,GuardForce,1500,Faro-54
Maize,2013,26.64,83.68,195.7,Rainy,NPK 20:10:10,100,50,50,4.4,loamy,25,3090,1,Gammalin 20,1680,BUTACHLOR,3000,SC-419
Rice,2017,27.14,81.33,119.4,Rainy,NPK 20:10:10,60,30,30,6.8,clay,50,3900,1,Nogos 50,30,ATRAFORCE (ATRAZINE),3400,Faro-54
Maize,2020,27.38,54.24,169.6,Dry,NPK 20:10:10,120,60,50,6.2,loamy,25,4000,1,Gammalin 20,1680,GuardForce,1500,DK-234
Maize,2009,27.71,52.26,192.5,Dry,NPK 20:10:10,120,60,50,4.8,loamy,25,5500,1,Nogos 50,30,BUTACHLOR,3000,SC-419
Maize,2015,26.28,53.95,130.4,Dry,NPK 20:10:10,120,60,50,4.2,sandy,25,6900,1,Nogos 50,30,BentaForce,2900,DK-777
Maize,2008,27.64,52.63,149.8,Dry,NPK 12:12:17,120,60,50,4.1,clay,25,2862,1,Vetox 85,1680,RiceForce (oxadiazon),4000,SC-419
Maize,2001,26.32,54.81,199.1,Dry,NPK 12:12:17,120,60,50,6.6,loamy,25,9900,1,Vetox 85,1680,POWERFORCE (Atrazine + Paraquat),5400,DK-777
Maize,2013,27.25,52.38,196.1,Dry,NPK 12:12:17,120,60,50,4.3,clay,25,2950,1,Nogos 50,30,METOLACHLOR,3100,Oba-98
Maize,2003,26.11,53.93,183.6,Dry,NPK 12:12:17,120,60,50,6.3,clay,25,2910,1,Vetox 85,1680,BUTACHLOR,3000,DK-777
Rice,2011,26.31,51.25,117.1,Dry,NPK 20:10:10,60,30,30,5.2,loamy,50,2709,1,Vetox 85,1680,ATRAFORCE (ATRAZINE),2800,Faro-55
Rice,2016,28,51.81,166.6,Dry,NPK 20:10:10,60,30,30,4.9,loamy,50,3050,1,Gammalin 20,1680,POWERFORCE (Atrazine + Paraquat),4500,Faro-24
Maize,2002,26.29,51.46,191.7,Dry,NPK 20:10:10,100,50,50,4.9,loamy,25,4990,1,Gammalin 20,1680,Bispyribac Sodium,300,SC-419
Maize,2007,26.07,53.67,100.3,Dry,NPK 20:10:10,100,50,50,6.5,sandy,25,4090,1,Vetox 85,1680,ATRAFORCE (ATRAZINE),1900,DK-234
Rice,2007,27.8,51.11,292.4,Dry,NPK 20:10:10,69,50,30,5.4,sandy,50,6599,1,Nogos 50,30,POWERFORCE (Atrazine + Paraquat),2900,Faro-44
Maize,2005,27.04,54.18,154.6,Dry,NPK 20:10:10,64,50,50,4.5,sandy,25,2900,1,Gammalin 20,1680,METOLACHLOR,2200,SC-612
Rice,2001,26.51,50.8,173.8,Dry,NPK 20:10:10,74,35,30,6.4,loamy,50,9500,1,Gammalin 20,1680,ATALAR,1800,Faro-24
Maize,2006,26.54,52.62,197.9,Dry,NPK 20:10:10,100,50,50,4.8,sandy,25,1950,1,Gammalin 20,1680,Bispyribac Sodium,300,DK-234
Maize,2015,27.37,50.14,153.4,Dry,NPK 20:10:10,100,50,50,5.8,loamy,25,2190,1,Gammalin 20,1680,BentaForce,1900,SC-419
Rice,2021,27.6,51.75,197.7,Dry,NPK 20:10:10,50,30,30,4.2,clay,50,3050,1,Vetox 85,1680,FORCE UP (GLYPHOSATE),2300,Faro-44
Rice,2009,26.24,54.2,159.3,Dry,NPK 20:10:10,50,30,30,5.6,sandy,50,2590,1,Nogos 50,30,ATRAFORCE (ATRAZINE),2700,Faro-24
Rice,2001,27.82,50.67,105.4,Dry,NPK 20:10:10,50,30,30,5.7,sandy,50,4800,1,Gammalin 20,1680,BentaForce,2500,Faro-44
Maize,2003,27.24,52.56,129.9,Dry,NPK 20:10:10,100,50,50,5.5,loamy,25,4900,1,Gammalin 20,1680,Bispyribac Sodium,300,DK-777
Maize,2016,26.74,50.78,301.4,Dry,NPK 20:10:10,100,50,50,5.3,clay,25,2900,1,Vetox 85,1680,BentaForce,2600,SC-612
Rice,2014,27.45,50.27,166.8,Dry,NPK 20:10:10,60,30,30,4.2,loamy,50,9800,1,Vetox 85,1680,3MAIZEFORCE,2900,Faro-24
Maize,2021,26.81,54.73,311.3,Dry,NPK 20:10:10,120,50,50,5.3,loamy,25,3990,1,Nogos 50,30,ATRAFORCE (ATRAZINE),4000,Oba-98
Rice,2022,27.06,51.9,193.8,Dry,NPK 20:10:10,60,30,30,4.07,loamy,50,2950,1,Vetox 85,1680,3MAIZEFORCE,3800,Faro-55
Maize,2003,26.69,84.73,143.3,Rainy,NPK 20:10:10,120,60,50,4.9,sandy,25,3500,1,Nogos 50,30,BentaForce,1700,DK-777
Maize,2021,26.32,80.27,193.4,Rainy,NPK 20:10:10,120,60,50,4.5,loamy,25,3999,1,Gammalin 20,1680,ATRAFORCE (ATRAZINE),4100,DK-234
Maize,2002,27.31,82.92,174.5,Rainy,NPK 20:10:10,120,60,50,5.47,clay,25,2600,1,Vetox 85,1680,PARAFORCE (PARAQUAT),1800,DK-777
Maize,2004,27.55,82.21,356.8,Rainy,NPK 20:10:10,120,60,50,4.8,loamy,25,3190,1,Gammalin 20,1680,ATALAR,1800,SC-612
Rice,2000,26.7,83.57,200.3,Rainy,NPK 20:10:10,50,30,30,5.4,sandy,50,3500,1,Nogos 50,30,Propalnil + 2.4 D,5900,Faro-54
Maize,2016,27.94,80.62,187.9,Rainy,NPK 20:10:10,120,60,50,6.6,sandy,25,3450,1,Vetox 85,1680,GuardForce,1800,Oba-98
Maize,2006,27.82,83.86,330,Rainy,NPK 20:10:10,120,60,50,6.1,sandy,25,6590,1,Gammalin 20,1680,3MAIZEFORCE,2000,SC-612
Maize,2008,26.64,84.58,118.3,Rainy,NPK 20:10:10,120,60,50,5.9,loamy,25,3500,1,Nogos 50,30,Propalnil + 2.4 D,5200,SC-419
Rice,2014,27.66,84.02,115.8,Rainy,NPK 20:10:10,50,30,30,6.9,sandy,50,3999,1,Gammalin 20,1680,GuardForce,2700,Faro-54
Maize,2010,27.52,84.32,195.3,Rainy,NPK 20:10:10,100,50,50,6.2,loamy,25,2700,1,Vetox 85,1680,RiceForce (oxadiazon),4000,SC-612
Maize,2004,26.1,82.73,323.7,Rainy,NPK 20:10:10,100,50,50,5.9,sandy,25,2800,1,Gammalin 20,1680,POWERFORCE (Atrazine + Paraquat),5000,SC-612
Maize,2012,26.58,82.14,195.7,Rainy,NPK 20:10:10,100,50,50,6.4,loamy,25,3950,1,Nogos 50,30,BentaForce,2700,Oba-98
Maize,2015,26.35,84.53,107.5,Rainy,NPK 20:10:10,100,50,50,5.9,sandy,25,3550,1,Nogos 50,30,Bispyribac Sodium,150,Oba-98
Rice,2018,26.47,83.65,190.3,Rainy,NPK 20:10:10,50,30,30,4.8,loamy,50,6050,1,Gammalin 20,1680,RiceForce (oxadiazon),4000,Faro-55
Rice,2014,26.78,80.28,377.4,Rainy,NPK 20:10:10,50,30,30,4.4,loamy,50,3250,1,Nogos 50,30,"2,4-D",3300,Faro-55
Rice,2021,27.63,83.32,144.5,Rainy,NPK 20:10:10,50,30,30,6.6,clay,50,4500,1,Gammalin 20,1680,Bispyribac Sodium,300,Faro-54
Rice,2004,26.13,81.72,142,Rainy,NPK 20:10:10,50,30,30,4.2,loamy,50,2900,1,Vetox 85,1680,RiceForce (oxadiazon),4000,Faro-44
Maize,2013,27.99,82.6,205.2,Rainy,NPK 20:10:10,120,60,50,4.5,sandy,25,4900,1,Nogos 50,30,GuardForce,2500,SC-612
Rice,2007,27.92,80.92,152.2,Rainy,NPK 2-1-1,50,30,30,6.5,loamy,50,2950,1,Vetox 85,1680,BUTACHLOR,3000,Faro-44
Maize,2020,26.82,81.34,263.9,Rainy,NPK 2-1-1,50,30,30,6.1,clay,25,3550,1,Nogos 50,35,3MAIZEFORCE,3100,DK-234
